user_id,student_type,monthly_income,fixed_expenses,variable_expenses,total_expenses,savings_rate,debt_to_income,emergency_fund,emergency_fund_months,spending_volatility,budget_category,recommended_needs_pct,recommended_wants_pct,recommended_savings_pct,recommended_needs,recommended_wants,recommended_savings
user_0166,working_no_family,1389.97,1448.61,926.94,2375.55,-0.7091,0.0448,3800.88,1.6,0.2942,low_savings,0.5,0.35,0.15,694.99,486.49,208.5
user_0167,working_no_family,1376.28,1492.13,586.93,2079.06,-0.5106,0.0,0.0,0.0,0.3949,low_savings,0.5,0.35,0.15,688.14,481.7,206.44
user_0168,working_family_support,2135.9,877.09,797.97,1675.06,0.2158,0.1243,670.02,0.4,0.5052,low_emergency,0.5,0.25,0.25,1067.95,533.98,533.98
user_0169,working_family_support,2484.55,1268.35,832.71,2101.06,0.1543,0.0,3151.59,1.5,0.2388,standard,0.5,0.3,0.2,1242.28,745.37,496.91
user_0170,family_support_only,2766.65,1194.95,441.38,1636.33,0.4086,0.042,5072.62,3.1,0.1716,standard,0.5,0.3,0.2,1383.33,830.0,553.33
user_0171,working_no_family,900.09,990.16,743.07,1733.23,-0.9256,0.0855,693.29,0.4,0.1305,low_savings,0.5,0.35,0.15,450.05,315.03,135.01
user_0172,working_family_support,2142.13,1617.63,755.45,2373.08,-0.1078,0.0206,5695.39,2.4,0.2155,low_savings,0.5,0.35,0.15,1071.07,749.75,321.32
user_0173,family_support_only,2353.18,1056.29,555.06,1611.35,0.3152,0.0479,3867.24,2.4,0.4865,standard,0.5,0.3,0.2,1176.59,705.95,470.64
user_0174,family_support_only,2196.31,1208.07,708.66,1916.73,0.1273,0.0,3641.79,1.9,0.1826,low_savings,0.5,0.35,0.15,1098.15,768.71,329.45
user_0175,family_support_only,1643.98,1095.82,569.28,1665.1,-0.0128,0.1471,1831.61,1.1,0.0193,low_savings,0.5,0.35,0.15,821.99,575.39,246.6
user_0176,working_family_support,2096.45,1320.58,1045.09,2365.67,-0.1284,0.0223,4494.77,1.9,0.2928,low_savings,0.5,0.35,0.15,1048.22,733.76,314.47
user_0177,family_support_only,1996.16,1250.2,780.56,2030.76,-0.0173,0.0435,1015.38,0.5,0.574,low_savings,0.5,0.35,0.15,998.08,698.66,299.42
user_0178,working_family_support,2504.66,853.79,851.34,1705.13,0.3192,0.1782,4262.83,2.5,0.0634,standard,0.5,0.3,0.2,1252.33,751.4,500.93
user_0179,working_family_support,1847.9,1333.16,532.12,1865.28,-0.0094,0.0,1865.28,1.0,0.2604,low_savings,0.5,0.35,0.15,923.95,646.76,277.19
user_0180,family_support_only,2561.84,824.8,580.33,1405.13,0.4515,0.0585,4215.39,3.0,0.5621,standard,0.5,0.3,0.2,1280.92,768.55,512.37
user_0181,working_no_family,1818.61,1038.58,671.79,1710.37,0.0595,0.0318,3591.78,2.1,0.351,low_savings,0.5,0.35,0.15,909.3,636.51,272.79
user_0182,financial_aid_mainly,1206.41,1401.53,654.94,2056.47,-0.7046,0.3169,411.29,0.2,0.4338,low_savings,0.5,0.35,0.15,603.21,422.24,180.96
user_0183,working_family_support,1842.31,1318.56,1072.7,2391.26,-0.298,0.0,3586.89,1.5,0.5035,low_savings,0.5,0.35,0.15,921.15,644.81,276.35
user_0184,working_no_family,1662.21,1305.24,935.41,2240.65,-0.348,0.0874,448.13,0.2,0.6052,low_savings,0.5,0.35,0.15,831.11,581.77,249.33
user_0185,working_family_support,2397.62,756.25,909.25,1665.5,0.3054,0.0231,1165.85,0.7,0.5017,low_emergency,0.5,0.25,0.25,1198.81,599.4,599.4
user_0186,family_support_only,3010.04,1179.15,834.77,2013.92,0.3309,0.1632,2013.92,1.0,0.3019,standard,0.5,0.3,0.2,1505.02,903.01,602.01
user_0187,working_family_support,1310.39,812.0,800.91,1612.91,-0.2309,0.0348,1451.62,0.9,0.3575,low_savings,0.5,0.35,0.15,655.2,458.64,196.56
user_0188,working_family_support,2134.85,1253.7,714.22,1967.92,0.0782,0.0467,590.38,0.3,0.3216,low_savings,0.5,0.35,0.15,1067.42,747.2,320.23
user_0189,family_support_only,2180.48,752.62,937.87,1690.49,0.2247,0.0,7607.2,4.5,0.3993,standard,0.5,0.3,0.2,1090.24,654.14,436.1
user_0190,working_no_family,1611.27,1308.2,709.4,2017.6,-0.2522,0.0,3631.68,1.8,0.3067,low_savings,0.5,0.35,0.15,805.63,563.94,241.69
user_0191,family_support_only,2511.57,1638.45,660.3,2298.75,0.0847,0.1068,6206.62,2.7,0.3887,low_savings,0.5,0.35,0.15,1255.79,879.05,376.74
user_0192,family_support_only,2819.61,1153.49,788.36,1941.85,0.3113,0.0,970.92,0.5,0.2829,low_emergency,0.5,0.25,0.25,1409.81,704.9,704.9
user_0193,working_no_family,1827.0,913.14,780.47,1693.61,0.073,0.0,846.8,0.5,0.5402,low_savings,0.5,0.35,0.15,913.5,639.45,274.05
user_0194,working_family_support,1833.96,777.46,569.66,1347.12,0.2655,0.0,2559.53,1.9,0.4249,standard,0.5,0.3,0.2,916.98,550.19,366.79
user_0195,working_no_family,1515.13,1094.21,611.79,1706.0,-0.126,0.2983,2217.8,1.3,0.1429,low_savings,0.5,0.35,0.15,757.57,530.3,227.27
user_0196,family_support_only,2709.46,1249.34,1105.14,2354.48,0.131,0.0215,4002.62,1.7,0.2455,low_savings,0.5,0.35,0.15,1354.73,948.31,406.42
user_0197,working_no_family,1689.57,1190.4,613.44,1803.84,-0.0676,0.1947,3246.91,1.8,0.275,low_savings,0.5,0.35,0.15,844.78,591.35,253.44
user_0198,working_family_support,1441.83,918.79,507.6,1426.39,0.0107,0.0344,570.56,0.4,0.3406,low_savings,0.5,0.35,0.15,720.91,504.64,216.27
user_0199,working_family_support,2330.25,813.01,700.54,1513.55,0.3505,0.0597,4843.36,3.2,0.5956,standard,0.5,0.3,0.2,1165.12,699.07,466.05
user_0200,family_support_only,1703.39,1362.59,690.82,2053.41,-0.2055,0.1517,6981.59,3.4,0.2362,low_savings,0.5,0.35,0.15,851.7,596.19,255.51
user_0201,working_family_support,2353.23,1397.0,779.6,2176.6,0.0751,0.0188,4353.2,2.0,0.4182,low_savings,0.5,0.35,0.15,1176.62,823.63,352.98
user_0202,working_no_family,1658.99,797.4,873.89,1671.29,-0.0074,0.0217,1838.42,1.1,0.2095,low_savings,0.5,0.35,0.15,829.5,580.65,248.85
user_0203,financial_aid_mainly,1126.0,775.37,557.19,1332.56,-0.1834,0.078,1199.3,0.9,0.3182,low_savings,0.5,0.35,0.15,563.0,394.1,168.9
user_0204,financial_aid_mainly,851.36,1035.28,622.52,1657.8,-0.9472,0.1278,2984.04,1.8,0.355,low_savings,0.5,0.35,0.15,425.68,297.98,127.7
user_0205,working_family_support,2168.93,1136.71,971.87,2108.58,0.0278,0.028,2530.3,1.2,0.3642,low_savings,0.5,0.35,0.15,1084.46,759.13,325.34
user_0206,working_family_support,1571.31,985.0,730.29,1715.29,-0.0916,0.0575,3259.05,1.9,0.2463,low_savings,0.5,0.35,0.15,785.65,549.96,235.7
user_0207,family_support_only,2301.98,1296.61,793.63,2090.24,0.092,0.1418,5016.58,2.4,0.2477,low_savings,0.5,0.35,0.15,1150.99,805.69,345.3
user_0208,working_no_family,1416.92,717.91,934.21,1652.12,-0.166,0.0505,2973.82,1.8,0.2519,low_savings,0.5,0.35,0.15,708.46,495.92,212.54
user_0209,financial_aid_mainly,1144.31,1022.59,757.01,1779.6,-0.5552,0.0,533.88,0.3,0.1662,low_savings,0.5,0.35,0.15,572.15,400.51,171.65
user_0210,working_family_support,1707.18,753.67,721.48,1475.15,0.1359,0.0,1327.64,0.9,0.3122,low_savings,0.5,0.35,0.15,853.59,597.51,256.08
user_0211,family_support_only,1980.64,1053.69,632.62,1686.31,0.1486,0.3818,3541.25,2.1,0.5082,low_savings,0.5,0.35,0.15,990.32,693.22,297.1
user_0212,working_no_family,1412.18,1323.79,713.98,2037.77,-0.443,0.0,815.11,0.4,0.1617,low_savings,0.5,0.35,0.15,706.09,494.26,211.83
user_0213,working_family_support,1910.56,889.36,718.31,1607.67,0.1585,0.0384,3536.87,2.2,0.6153,standard,0.5,0.3,0.2,955.28,573.17,382.11
user_0214,working_no_family,1501.3,1220.26,505.29,1725.55,-0.1494,0.3112,3105.99,1.8,0.3264,low_savings,0.5,0.35,0.15,750.65,525.45,225.19
user_0215,working_no_family,1539.47,932.59,896.95,1829.54,-0.1884,0.198,4573.85,2.5,0.2961,low_savings,0.5,0.35,0.15,769.74,538.81,230.92
user_0216,working_family_support,2040.89,1354.29,888.18,2242.47,-0.0988,0.032,4933.43,2.2,0.1347,low_savings,0.5,0.35,0.15,1020.45,714.31,306.13
user_0217,working_no_family,1705.96,1223.85,857.39,2081.24,-0.22,0.0616,832.5,0.4,0.1368,low_savings,0.5,0.35,0.15,852.98,597.09,255.89
user_0218,financial_aid_mainly,975.83,892.36,784.43,1676.79,-0.7183,0.0,0.0,0.0,0.0648,low_savings,0.5,0.35,0.15,487.92,341.54,146.37
user_0219,family_support_only,2064.59,1101.56,924.67,2026.23,0.0186,0.0382,5470.82,2.7,0.0886,low_savings,0.5,0.35,0.15,1032.3,722.61,309.69
user_0220,family_support_only,2964.12,1145.65,672.59,1818.24,0.3866,0.0,1636.42,0.9,0.6147,low_emergency,0.5,0.25,0.25,1482.06,741.03,741.03
user_0221,working_family_support,1513.2,1146.15,742.12,1888.27,-0.2479,0.1893,2832.4,1.5,0.2548,low_savings,0.5,0.35,0.15,756.6,529.62,226.98
user_0222,working_family_support,1853.17,1199.71,688.44,1888.15,-0.0189,0.2767,2265.78,1.2,0.4368,low_savings,0.5,0.35,0.15,926.59,648.61,277.98
user_0223,financial_aid_mainly,1075.98,914.7,798.42,1713.12,-0.5921,0.0,513.94,0.3,0.2628,low_savings,0.5,0.35,0.15,537.99,376.59,161.4
user_0224,working_family_support,1920.75,976.53,789.24,1765.77,0.0807,0.0192,3001.81,1.7,0.1294,low_savings,0.5,0.35,0.15,960.38,672.26,288.11
user_0225,working_no_family,1086.49,789.39,992.41,1781.8,-0.64,0.0,2672.7,1.5,0.5139,low_savings,0.5,0.35,0.15,543.25,380.27,162.97
user_0226,working_family_support,1607.1,857.86,969.0,1826.86,-0.1367,0.0277,3471.03,1.9,0.3409,low_savings,0.5,0.35,0.15,803.55,562.48,241.06
user_0227,working_family_support,2269.78,929.49,725.31,1654.8,0.2709,0.0,4137.0,2.5,0.2128,standard,0.5,0.3,0.2,1134.89,680.93,453.96
user_0228,working_family_support,2530.43,1676.54,627.72,2304.26,0.0894,0.0218,3686.82,1.6,0.1884,low_savings,0.5,0.35,0.15,1265.21,885.65,379.56
user_0229,family_support_only,2915.56,1325.0,590.87,1915.87,0.3429,0.0136,2490.63,1.3,0.4305,standard,0.5,0.3,0.2,1457.78,874.67,583.11
user_0230,working_no_family,1781.41,996.28,832.59,1828.87,-0.0266,0.2008,2743.3,1.5,0.1971,low_savings,0.5,0.35,0.15,890.71,623.49,267.21
user_0231,financial_aid_mainly,740.24,1078.48,563.06,1641.54,-1.2176,0.1027,164.15,0.1,0.4664,low_savings,0.5,0.35,0.15,370.12,259.08,111.04
user_0232,working_family_support,2395.89,1419.38,742.4,2161.78,0.0977,0.0412,4539.74,2.1,0.4268,low_savings,0.5,0.35,0.15,1197.94,838.56,359.38
user_0233,working_no_family,1439.92,713.24,707.81,1421.05,0.0131,0.1706,1136.84,0.8,0.1825,low_savings,0.5,0.35,0.15,719.96,503.97,215.99
user_0234,working_family_support,2450.16,1509.69,782.09,2291.78,0.0646,0.0691,3666.85,1.6,0.3036,low_savings,0.5,0.35,0.15,1225.08,857.56,367.52
user_0235,working_family_support,1948.49,1108.46,749.86,1858.32,0.0463,0.1805,2044.15,1.1,0.2859,low_savings,0.5,0.35,0.15,974.25,681.97,292.27
user_0236,financial_aid_mainly,770.4,1199.86,505.42,1705.28,-1.2135,0.3083,1364.22,0.8,0.4234,low_savings,0.5,0.35,0.15,385.2,269.64,115.56
user_0237,working_no_family,1364.24,995.07,966.11,1961.18,-0.4376,0.2185,3922.36,2.0,0.034,low_savings,0.5,0.35,0.15,682.12,477.48,204.64
user_0238,working_family_support,1866.13,1132.16,927.62,2059.78,-0.1038,0.2117,617.93,0.3,0.4641,low_savings,0.5,0.35,0.15,933.07,653.15,279.92
user_0239,working_family_support,2005.86,1407.08,746.56,2153.64,-0.0737,0.0,861.46,0.4,0.1531,low_savings,0.5,0.35,0.15,1002.93,702.05,300.88
user_0240,family_support_only,1721.96,708.71,758.82,1467.53,0.1478,0.061,3228.57,2.2,0.0208,low_savings,0.5,0.35,0.15,860.98,602.69,258.29
user_0241,working_no_family,987.95,1199.04,1019.79,2218.83,-1.2459,0.0523,665.65,0.3,0.1694,low_savings,0.5,0.35,0.15,493.98,345.78,148.19
user_0242,financial_aid_mainly,830.51,675.03,623.09,1298.12,-0.563,0.0,778.87,0.6,0.032,low_savings,0.5,0.35,0.15,415.25,290.68,124.58
user_0243,working_family_support,2856.4,736.03,688.53,1424.56,0.5013,0.0466,1851.93,1.3,0.5527,standard,0.5,0.3,0.2,1428.2,856.92,571.28
user_0244,financial_aid_mainly,1038.06,1255.64,785.36,2041.0,-0.9662,0.0,1224.6,0.6,0.2243,low_savings,0.5,0.35,0.15,519.03,363.32,155.71
user_0245,financial_aid_mainly,942.42,883.29,925.93,1809.22,-0.9198,0.146,1628.3,0.9,0.1936,low_savings,0.5,0.35,0.15,471.21,329.85,141.36
user_0246,working_no_family,1022.38,1412.09,662.31,2074.4,-1.029,0.1403,207.44,0.1,0.4518,low_savings,0.5,0.35,0.15,511.19,357.83,153.36
user_0247,family_support_only,2162.91,1670.79,1025.19,2695.98,-0.2465,0.0,8627.14,3.2,0.3494,low_savings,0.5,0.35,0.15,1081.45,757.02,324.44
user_0248,family_support_only,2855.91,1096.94,748.89,1845.83,0.3537,0.0,3876.24,2.1,0.3969,standard,0.5,0.3,0.2,1427.95,856.77,571.18
user_0249,working_family_support,1816.72,1108.39,669.03,1777.42,0.0216,0.3947,3199.36,1.8,0.0764,low_savings,0.5,0.35,0.15,908.36,635.85,272.51
user_0250,working_no_family,1456.2,805.77,665.7,1471.47,-0.0105,0.0569,1471.47,1.0,0.4715,low_savings,0.5,0.35,0.15,728.1,509.67,218.43
user_0251,working_no_family,1543.4,1090.29,585.27,1675.56,-0.0856,0.0593,4188.9,2.5,0.6427,low_savings,0.5,0.35,0.15,771.7,540.19,231.51
user_0252,financial_aid_mainly,985.74,1001.67,488.78,1490.45,-0.512,0.0387,894.27,0.6,0.2173,low_savings,0.5,0.35,0.15,492.87,345.01,147.86
user_0253,financial_aid_mainly,935.4,883.95,676.42,1560.37,-0.6681,0.0,1248.3,0.8,0.4944,low_savings,0.5,0.35,0.15,467.7,327.39,140.31
user_0254,working_family_support,2473.93,1125.12,1003.27,2128.39,0.1397,0.0,1064.19,0.5,0.6453,low_savings,0.5,0.35,0.15,1236.96,865.88,371.09
user_0255,working_no_family,1517.36,885.21,495.87,1381.08,0.0898,0.0914,1933.51,1.4,0.0494,low_savings,0.5,0.35,0.15,758.68,531.08,227.6
user_0256,working_family_support,1506.52,852.37,655.77,1508.14,-0.0011,0.0,2563.84,1.7,0.503,low_savings,0.5,0.35,0.15,753.26,527.28,225.98
user_0257,financial_aid_mainly,867.93,1250.33,598.31,1848.64,-1.1299,0.0,739.46,0.4,0.2743,low_savings,0.5,0.35,0.15,433.96,303.78,130.19
user_0258,working_no_family,1651.23,1244.99,610.8,1855.79,-0.1239,0.0,742.32,0.4,0.2645,low_savings,0.5,0.35,0.15,825.62,577.93,247.68
user_0259,working_no_family,1723.6,1033.14,723.05,1756.19,-0.0189,0.0827,3336.76,1.9,0.5458,low_savings,0.5,0.35,0.15,861.8,603.26,258.54
user_0260,family_support_only,1914.98,808.22,667.78,1476.0,0.2292,0.0,1328.4,0.9,0.0867,low_emergency,0.5,0.25,0.25,957.49,478.75,478.75
user_0261,working_family_support,2267.71,1344.42,547.35,1891.77,0.1658,0.0,1891.77,1.0,0.2695,standard,0.5,0.3,0.2,1133.86,680.31,453.54
user_0262,working_family_support,2329.79,1085.94,694.2,1780.14,0.2359,0.0601,4450.35,2.5,0.3224,standard,0.5,0.3,0.2,1164.89,698.94,465.96
user_0263,working_family_support,2600.52,1031.18,549.55,1580.73,0.3921,0.0341,3477.61,2.2,0.2044,standard,0.5,0.3,0.2,1300.26,780.16,520.1
user_0264,working_family_support,2380.32,1310.88,721.16,2032.04,0.1463,0.0,3860.88,1.9,0.101,low_savings,0.5,0.35,0.15,1190.16,833.11,357.05
user_0265,family_support_only,2435.75,1144.12,1056.12,2200.24,0.0967,0.0595,1540.17,0.7,0.511,low_savings,0.5,0.35,0.15,1217.88,852.51,365.36
user_0266,financial_aid_mainly,523.9,1324.33,652.74,1977.07,-2.7738,0.2807,790.83,0.4,0.6315,low_savings,0.5,0.35,0.15,261.95,183.36,78.58
user_0267,working_family_support,1779.4,783.26,1005.57,1788.83,-0.0053,0.0291,536.65,0.3,0.1157,low_savings,0.5,0.35,0.15,889.7,622.79,266.91
user_0268,financial_aid_mainly,647.15,1260.5,680.74,1941.24,-1.9997,0.7196,776.5,0.4,0.5648,high_debt,0.5,0.15,0.35,323.57,97.07,226.5
user_0269,working_family_support,2763.43,1211.25,934.63,2145.88,0.2235,0.1266,6437.64,3.0,0.4569,standard,0.5,0.3,0.2,1381.71,829.03,552.69
user_0270,family_support_only,2314.4,795.58,679.48,1475.06,0.3627,0.136,0.0,0.0,0.2572,low_emergency,0.5,0.25,0.25,1157.2,578.6,578.6
user_0271,financial_aid_mainly,1057.11,1025.58,613.91,1639.49,-0.5509,0.0505,655.8,0.4,0.276,low_savings,0.5,0.35,0.15,528.55,369.99,158.57
user_0272,working_family_support,1415.19,901.72,614.56,1516.28,-0.0714,0.2343,0.0,0.0,0.2401,low_savings,0.5,0.35,0.15,707.6,495.32,212.28
user_0273,working_family_support,2930.86,1178.15,920.92,2099.07,0.2838,0.0,4198.14,2.0,0.194,standard,0.5,0.3,0.2,1465.43,879.26,586.17
user_0274,financial_aid_mainly,885.44,1092.43,978.09,2070.52,-1.3384,0.1119,207.05,0.1,0.1146,low_savings,0.5,0.35,0.15,442.72,309.9,132.82
user_0275,working_family_support,2652.84,1435.62,817.55,2253.17,0.1507,0.0,5858.24,2.6,0.1043,standard,0.5,0.3,0.2,1326.42,795.85,530.57
user_0276,working_family_support,1784.54,1010.2,662.31,1672.51,0.0628,0.0,4014.02,2.4,0.3411,low_savings,0.5,0.35,0.15,892.27,624.59,267.68
user_0277,family_support_only,3023.23,1145.76,1009.91,2155.67,0.287,0.0416,1077.84,0.5,0.2802,low_emergency,0.5,0.25,0.25,1511.62,755.81,755.81
user_0278,family_support_only,2239.56,1478.58,929.38,2407.96,-0.0752,0.0251,8909.45,3.7,0.3226,low_savings,0.5,0.35,0.15,1119.78,783.85,335.93
user_0279,working_family_support,1304.29,1598.01,774.95,2372.96,-0.8193,0.2795,2135.66,0.9,0.0975,low_savings,0.5,0.35,0.15,652.14,456.5,195.64
user_0280,working_family_support,2154.83,1160.68,842.72,2003.4,0.0703,0.0394,0.0,0.0,0.2899,low_savings,0.5,0.35,0.15,1077.41,754.19,323.22
user_0281,financial_aid_mainly,880.79,1181.79,696.43,1878.22,-1.1324,0.098,1878.22,1.0,0.3566,low_savings,0.5,0.35,0.15,440.39,308.28,132.12
user_0282,financial_aid_mainly,1022.5,1002.01,767.82,1769.83,-0.7309,0.1126,3716.64,2.1,0.3197,low_savings,0.5,0.35,0.15,511.25,357.88,153.38
user_0283,working_family_support,1148.12,987.62,676.04,1663.66,-0.449,0.5725,2329.12,1.4,0.7359,high_debt,0.5,0.15,0.35,574.06,172.22,401.84
user_0284,working_no_family,2045.65,1425.27,524.8,1950.07,0.0467,0.0487,390.01,0.2,0.2473,low_savings,0.5,0.35,0.15,1022.83,715.98,306.85
user_0285,working_family_support,1935.85,1132.24,751.44,1883.68,0.0269,0.0,3578.99,1.9,0.2551,low_savings,0.5,0.35,0.15,967.92,677.55,290.38
user_0286,working_family_support,2349.73,1617.83,1082.24,2700.07,-0.1491,0.0405,4590.12,1.7,0.0475,low_savings,0.5,0.35,0.15,1174.87,822.41,352.46
user_0287,working_family_support,1781.33,1125.09,901.37,2026.46,-0.1376,0.0,3444.98,1.7,0.5577,low_savings,0.5,0.35,0.15,890.66,623.47,267.2
user_0288,working_no_family,1210.11,1249.2,756.88,2006.08,-0.6578,0.0,601.82,0.3,0.3531,low_savings,0.5,0.35,0.15,605.05,423.54,181.52
user_0289,financial_aid_mainly,928.46,795.67,842.42,1638.09,-0.7643,0.0738,163.81,0.1,0.0824,low_savings,0.5,0.35,0.15,464.23,324.96,139.27
user_0290,family_support_only,2337.47,840.91,818.58,1659.49,0.29,0.1656,2323.29,1.4,0.6498,standard,0.5,0.3,0.2,1168.73,701.24,467.49
user_0291,working_no_family,1180.13,985.27,713.86,1699.13,-0.4398,0.0,169.91,0.1,0.1407,low_savings,0.5,0.35,0.15,590.07,413.05,177.02
user_0292,financial_aid_mainly,911.14,1137.48,971.53,2109.01,-1.3147,0.0,421.8,0.2,0.0979,low_savings,0.5,0.35,0.15,455.57,318.9,136.67
user_0293,working_family_support,2151.23,1409.55,754.35,2163.9,-0.0059,0.0,0.0,0.0,0.4364,low_savings,0.5,0.35,0.15,1075.62,752.93,322.68
user_0294,working_no_family,1255.57,844.34,727.76,1572.1,-0.2521,0.0,786.05,0.5,0.288,low_savings,0.5,0.35,0.15,627.78,439.45,188.34
user_0295,working_family_support,2554.09,1242.82,614.77,1857.59,0.2727,0.1444,3157.9,1.7,0.1935,standard,0.5,0.3,0.2,1277.05,766.23,510.82
user_0296,working_family_support,2259.3,1188.0,488.06,1676.06,0.2582,0.1993,3519.73,2.1,0.2332,standard,0.5,0.3,0.2,1129.65,677.79,451.86
user_0297,working_no_family,1599.88,1307.14,793.96,2101.1,-0.3133,0.2245,1890.99,0.9,0.3404,low_savings,0.5,0.35,0.15,799.94,559.96,239.98
user_0298,working_no_family,2140.14,966.58,668.97,1635.55,0.2358,0.0661,0.0,0.0,0.4917,low_emergency,0.5,0.25,0.25,1070.07,535.03,535.03
user_0299,working_no_family,1745.38,721.17,817.09,1538.26,0.1187,0.3252,1692.09,1.1,0.4132,low_savings,0.5,0.35,0.15,872.69,610.88,261.81
user_0300,family_support_only,2377.76,1023.56,863.41,1886.97,0.2064,0.0,3207.85,1.7,0.572,standard,0.5,0.3,0.2,1188.88,713.33,475.55
user_0301,working_family_support,1590.42,1106.64,906.18,2012.82,-0.2656,0.1381,3623.08,1.8,0.2665,low_savings,0.5,0.35,0.15,795.21,556.65,238.56
user_0302,working_no_family,1510.65,903.49,625.79,1529.28,-0.0123,0.0,1988.06,1.3,0.3969,low_savings,0.5,0.35,0.15,755.33,528.73,226.6
user_0303,working_family_support,2265.47,1358.8,720.9,2079.7,0.082,0.0,2079.7,1.0,0.5319,low_savings,0.5,0.35,0.15,1132.73,792.91,339.82
user_0304,working_family_support,2183.14,788.48,810.81,1599.29,0.2674,0.0678,799.64,0.5,0.3521,low_emergency,0.5,0.25,0.25,1091.57,545.78,545.78
user_0305,financial_aid_mainly,842.98,1256.99,809.68,2066.67,-1.4516,0.0788,0.0,0.0,0.3185,low_savings,0.5,0.35,0.15,421.49,295.04,126.45
user_0306,working_no_family,992.41,829.36,1006.86,1836.22,-0.8503,0.3095,0.0,0.0,0.4538,low_savings,0.5,0.35,0.15,496.2,347.34,148.86
user_0307,working_family_support,1968.86,1263.96,656.13,1920.09,0.0248,0.0342,3648.17,1.9,0.4061,low_savings,0.5,0.35,0.15,984.43,689.1,295.33
user_0308,family_support_only,2700.25,998.5,617.24,1615.74,0.4016,0.0291,4039.35,2.5,0.1594,standard,0.5,0.3,0.2,1350.12,810.07,540.05
user_0309,working_no_family,1452.51,1392.85,645.92,2038.77,-0.4036,0.0342,1019.38,0.5,0.3167,low_savings,0.5,0.35,0.15,726.25,508.38,217.88
user_0310,working_family_support,2600.65,1410.63,591.8,2002.43,0.23,0.0544,2603.16,1.3,0.4719,standard,0.5,0.3,0.2,1300.33,780.2,520.13
user_0311,family_support_only,2604.35,1435.26,585.81,2021.07,0.224,0.0482,6871.64,3.4,0.1907,standard,0.5,0.3,0.2,1302.17,781.3,520.87
user_0312,working_no_family,976.66,1364.56,616.2,1980.76,-1.0281,0.0,3763.44,1.9,0.5538,low_savings,0.5,0.35,0.15,488.33,341.83,146.5
user_0313,working_no_family,1111.28,1339.63,472.85,1812.48,-0.631,0.0,0.0,0.0,0.2531,low_savings,0.5,0.35,0.15,555.64,388.95,166.69
user_0314,working_family_support,2437.27,1198.47,559.33,1757.8,0.2788,0.1078,0.0,0.0,0.2365,low_emergency,0.5,0.25,0.25,1218.63,609.32,609.32
user_0315,financial_aid_mainly,1071.65,1169.36,665.09,1834.45,-0.7118,0.078,1467.56,0.8,0.2762,low_savings,0.5,0.35,0.15,535.83,375.08,160.75
user_0316,working_family_support,2064.83,771.18,897.49,1668.67,0.1919,0.2139,4004.81,2.4,0.5056,standard,0.5,0.3,0.2,1032.41,619.45,412.97
user_0317,family_support_only,2267.21,878.81,583.11,1461.92,0.3552,0.1348,1900.5,1.3,0.2365,standard,0.5,0.3,0.2,1133.61,680.16,453.44
user_0318,working_family_support,1611.0,918.28,565.36,1483.64,0.0791,0.0,2967.28,2.0,0.3377,low_savings,0.5,0.35,0.15,805.5,563.85,241.65
user_0319,financial_aid_mainly,951.05,1159.59,883.02,2042.61,-1.1477,0.0,817.04,0.4,0.4285,low_savings,0.5,0.35,0.15,475.52,332.87,142.66
user_0320,financial_aid_mainly,1075.27,1089.72,608.09,1697.81,-0.579,0.0979,169.78,0.1,0.3438,low_savings,0.5,0.35,0.15,537.63,376.34,161.29
user_0321,financial_aid_mainly,873.12,1356.2,726.5,2082.7,-1.3854,0.6773,416.54,0.2,0.1523,high_debt,0.5,0.15,0.35,436.56,130.97,305.59
user_0322,working_family_support,2455.96,1130.49,877.21,2007.7,0.1825,0.052,3011.55,1.5,0.7028,standard,0.5,0.3,0.2,1227.98,736.79,491.19
user_0323,working_family_support,2008.9,1320.93,1164.1,2485.03,-0.237,0.0349,2982.04,1.2,0.3157,low_savings,0.5,0.35,0.15,1004.45,703.12,301.33
user_0324,working_no_family,1182.31,1253.36,378.53,1631.89,-0.3803,0.7344,2447.84,1.5,0.0903,high_debt,0.5,0.15,0.35,591.15,177.35,413.81
user_0325,family_support_only,2317.22,984.71,743.91,1728.62,0.254,0.0195,5704.45,3.3,0.4898,standard,0.5,0.3,0.2,1158.61,695.17,463.44
user_0326,financial_aid_mainly,1315.33,1150.69,822.15,1972.84,-0.4999,0.0332,0.0,0.0,0.1813,low_savings,0.5,0.35,0.15,657.66,460.37,197.3
user_0327,working_no_family,1244.19,1081.06,1102.69,2183.75,-0.7552,0.0,0.0,0.0,0.2017,low_savings,0.5,0.35,0.15,622.1,435.47,186.63
user_0328,working_no_family,1504.72,1230.86,853.32,2084.18,-0.3851,0.044,3751.52,1.8,0.3824,low_savings,0.5,0.35,0.15,752.36,526.65,225.71
user_0329,financial_aid_mainly,922.05,1000.57,664.95,1665.52,-0.8063,0.3294,166.55,0.1,0.3205,low_savings,0.5,0.35,0.15,461.02,322.72,138.31
user_0330,working_no_family,1279.78,1413.51,796.97,2210.48,-0.7272,0.2546,3536.77,1.6,0.3886,low_savings,0.5,0.35,0.15,639.89,447.92,191.97
user_0331,working_family_support,1670.76,811.6,652.82,1464.42,0.1235,0.187,732.21,0.5,0.2147,low_savings,0.5,0.35,0.15,835.38,584.77,250.61
user_0332,family_support_only,3365.02,1448.61,556.85,2005.46,0.404,0.0,9024.57,4.5,0.5074,standard,0.5,0.3,0.2,1682.51,1009.51,673.0
